Politik,Strana,Relácia,Výrok,Rok,Mesiac,Hodnota
Juraj Šeliga,Za ľudí,V politike,"Dnes sa pšenica pohybuje okolo, ak sa nemýlim 400 EUR za tonu na svetových trhoch. Slovensko má dosť pšenice, aj minister Vlčan, za čo ho chválim verejne, vydal pokyn, ak to takto môžem zjednodušene povedať, aby sa sialo ešte viac teraz na jar, rovnako aj produkty, rastliny, z ktorých sa dá robiť olej.",2022,3,Neoveriteľné
Róbert Kaliňák,SMER-SD,V politike,"Ukrajinská vláda nemá zákon o národnostných menšinách, môžete hovoriť len ukrajinsky. Predstavte si, že by sme na Slovensku zrušili zákon o tom, že Maďari nesmú hovoriť po maďarsky, iba po slovensky a všetci sa musia učiť slovensky a musia hovoriť iba slovensky.",2022,3,Zavádzajúce
Juraj Šeliga,Za ľudí,V politike,Nie sú zrušené. (pozn. obedy zadarmo),2022,3,Pravda
Róbert Kaliňák,SMER-SD,V politike,My zmluvu s Ukrajinou nemáme žiadnu. Ona s nami takisto. Vzájomne nikdy takáto pomoc nefungovala.,2022,3,Nepravda
Juraj Šeliga,Za ľudí,V politike,"Čo sa týka valorizácie, tá by bola schopná im byť vyplatená až niekedy september, október. A tá logika podľa mňa, ktorá je úplne správna je, že teraz cítime tie ekonomické dopady aj vojny, aj krízy, aj covidu, že dostanú peniaze hneď. A rovnako, že v januári tá valorizácia bude o 8 % tzn. že priemerný dôchodok, naozaj priemerný dôchodok bude o 40 EUR mesačne vyšší, tzn. že oni dostanú peniaze hneď teraz, nedostanú ich na konci roka a hneď v januári dostanú 40 EUR v priemere viac.",2022,3,Pravda
Róbert Kaliňák,SMER-SD,V politike,"Štát a teraz to nie je vaša vina, to je proste vina ministerstva vnútra, ktoré má pripravené všetky kapacity na to, aby to zvládalo, sa na to úplne vykašlal. Tesne pred začiatkom krízy prepustilo šéfa hraničnej cudzineckej polície na východnom Slovensku, ktorý je za to všetko zodpovedný. Najskúsenejšieho vlastne ochranára našich hraníc za posledných 20 rokov, ktorý sa významnou mierou zaslúžil o to, že Slovensko vstúpilo do Schengenu a vypustilo vlastne absolútne tú organizáciu.",2022,3,Neoveriteľné
Róbert Kaliňák,SMER-SD,V politike,"Keď sme my zasahovali do cien plynu, aby nerástol ľuďom plyn a ešte sme aj dávali naspäť vratky, tak nás celá vaša slávne opozícia kritizovala, že krivíme systém.",2022,3,Pravda
Juraj Šeliga,Za ľudí,V politike,"Počas tých dobrých rokov naša armáda nebola obnovovaná. Veď si pamätáme tú vojenskú prehliadku, ktorá bola v Banskej Bystrici, že tie tanky štartovali pomaly 2 dni a že tam snežné skútre museli byť na prehliadke.",2022,3,Pravda
Boris Kollár,SME RODINA,V politike,"Napríklad taká SaS-ka to mala dokonca v programe, vo volebnom programe, že to treba upraviť takýto zákon (pozn. skracovanie volebného obdobia hlasovaním v referende).",2022,2,Nepravda
Juraj Blanár,SMER-SD,V politike,"Viete, ak tu niekto niečo porušuje, tak je to predovšetkým táto vláda. Svedčia o tom mnohé nálezy Ústavného súdu, ktoré jasne hovoria o tom, že porušuje a zneužíva moc voči ľuďom.",2022,2,Zavádzajúce
Boris Kollár,SME RODINA,V politike,"Keď v septembri pán Taraba, keď to predložil, tak za to dokonca nehlasovali niektorí opoziční politici, ktorí dnes vykrikujú, že to treba spraviť (pozn. zákon o skrátení volebného obdobia referendom).",2022,2,Pravda
Juraj Blanár,SMER-SD,V politike,"V rámci covidu po tom, keď bol covid automat v čiernych okresoch mohli mať obyčajné rúška vonku pri vzdialenosti menšej ako 2 metre a teraz dokonca už musí byť respirátor, pričom ten počet tých hospitalizovaných významne klesá.",2022,2,Zavádzajúce
Boris Kollár,SME RODINA,V politike,"Zaplatil (pozn. Bašternák). Vrátil štátu tie 2.000.000 EUR, ktoré proste zobral. On ich vrátil (...). Dostal prepadnutie celého majetku.",2022,2,Pravda
Boris Kollár,SME RODINA,V politike,"Štát dnes neeviduje voči nemu (Baštrnákovi, pozn.) nejaké podlžnosti.",2022,2,Nepravda
Juraj Blanár,SMER-SD,V politike,"Pán Bašternák, pokiaľ viem, tak je súdený za nadmerné odpočty počas Radičovej vlády.",2022,2,Nepravda
Boris Kollár,SME RODINA,V politike,"Ekonomické trestné činy v celej západnej Európe končia na desiatich rokoch, no a pani ministerka to tuná má na 12 až 19 alebo až 20 rokov a plus ešte je možnosť to o tretinu navýšiť.",2022,2,Nepravda
Juraj Blanár,SMER-SD,V politike,"Viete, koľko ľudí dodnes to (odmenu za očkovanie pre 60+, pozn.) využilo? Zo 4. januára to bolo 10 000, čiže máte tam viac ako 200 000 000 k dispozícii, ktoré môžete použiť.",2022,2,Zavádzajúce
Juraj Blanár,SMER-SD,V politike,"Ten, kto zabil na pešej zóne v Bratislave človeka dostal tuším 5 alebo 6 rokov a Dušan Kováčik, ktorému sa ešte nič nedokázalo, dostal 14 rokov za niečo, čo nikomu v úvodzovkách neublížilo na zdraví a dokonca, že by mu zobral život.",2022,2,Nepravda
Juraj Blanár,SMER-SD,V politike,"Päťkrát sme zvolávali schôdzu (o zdražovaní, pozn.), ktorú vy ste vždy zarezali, boli ste proti nej.",2022,2,Nepravda
Boris Kollár,SME RODINA,V politike,"Dokonca ste oddlžili vlastného oligarchu 100 miliónmi pána Širokého. (Smer-SD počas svojej vlády, pozn.)",2022,2,Pravda
Juraj Blanár,SMER-SD,V politike,"Jeho (Kollárov, pozn.) jeden koaličný partner bol počas vlády Radičovej členom toho, aj Sulík, aj Matovič a nechali Slovensko s 15-percentnou nezamestnanosťou, ktorú sme my potom stiahli na 5 percent a potom sme pristúpili k trinástemu dôchodku, za ktorý ste vy zahlasovali a teraz ste im dali len sociálnu dávku.",2022,2,Pravda
Boris Kollár,SME RODINA,V politike,Sme pod 40 percentami potravinovej sebestačnosti.,2022,2,Nepravda
Juraj Blanár,SMER-SD,V politike,"Keď sme prechádzali zo slovenskej koruny na euro, prinútili sme všetkých obchodníkov, aby uvádzali dvojité meny.",2022,2,Pravda
Boris Kollár,SME RODINA,V politike,V roku 1990 Československo bolo absolútne potravinovo sebestačné a odvtedy to proste padá dole.,2022,2,Neoveriteľné
Juraj Blanár,SMER-SD,V politike,"V programe obnovy, vrátim sa k tomu, kde ste pán Kollár vy hlasovali, celá vaša strana dostali poľnohospodári prvovýrobcovia veľkú nulu, zatiaľ čo Poliaci, Maďari, všetci si vyrokovali finančné prostriedky, ktoré mohli už dávno použiť na to, aby podporili túto prvovýrobu.",2022,2,Pravda
Boris Kollár,SME RODINA,V politike,"Keď Smer vládol, no tak túto zmluvu už pripravil, ona sa tu nenarodila, ona tu už bola pripravená zo strany Smer. Keď Smer vládne, tak nakupujú Black Hawky americké, keď Smer vládne, tak nakupujú F14 za 2 miliardy a rovno, keď podpíšu zmluvu o tých Black Hawkoch a o tých F16, tak tam už podpísali, že prídu sem americkí vojaci, ktorí sa budú starať o tie F16-ky. Tak, ako tu teraz máme ruských vojakov, ktorí sa nám starajú o MIG-y, tak takto touto zmluvou zabezpečili, že sem prídu americkí vojaci, ktorí sa nám budú starať o tie F16, ktoré za niekoľko miliárd nakúpila strana Smer.",2022,2,Pravda
Juraj Blanár,SMER-SD,V politike,"Článok 3, čl. 4, čl. 21, 22, čl. 30. Článok 21 priamo hovorí, áno, je tam nebezpečný materiál (jadrové zbrane, pozn.).",2022,2,Nepravda
Boris Kollár,SME RODINA,V politike,"Áno, keď pán Fico za fotku s Obamom vycestoval, aby si tam mohol urobiť fotku, tak bol ochotný doniesť tých najväčších, najťažších teroristov z Guantánama na Slovensko, on ich dopravil na Slovensko.",2022,2,Nepravda
Juraj Blanár,SMER-SD,V politike,"…majú Nóri zadefinované v prvom článku explicitne, že nemôžu byť dovážané žiadne jadrové zbrane… majú Maďari zadefinované v tejto zmluve, že nebudú uplatňovať jurisdikciu tak, ako sa vzdáva táto vláda, že suverenita Slovenskej republiky na území, či už letiska Sliač alebo Kuchyňa bude absolútne zbavená.",2022,2,Zavádzajúce
Boris Kollár,SME RODINA,V politike,"Obrannú dohodu pripravovala strana Smer, keď vládli. Prečo nebola podpísaná, by sme sa o takejto obrannej dohode vôbec nebavili, už dávno by platila, lebo by ju Smer predložil a podpísal. Vtedy sa hodil o zem pán Danko, ako koaličný partner a ten to vetoval, nikto iný. Len pán Danko.",2022,2,Pravda
Juraj Blanár,SMER-SD,V politike,"23 krajín súhlasilo s bombardovaním Juhoslávie a vieme, ako to dopadlo. 23 krajín súhlasilo aj s tým, aby sa urobil útok v rozpore s medzinárodným právom proti Iraku a my sme stiahli z Iraku ešte vojakov.",2022,2,Zavádzajúce
Boris Kollár,SME RODINA,V politike,10 rokov ste sľubovali trinásty dôchodok. 10 rokov ste to sľubovali a nikdy ste to nevyplatili.,2022,2,Pravda
Branislav Gröhling,SaS,Na telo,"Čo sa týka aj hospitalizácií, tam vieme, že nám klesli už niekde 1500 osôb, ktorí sú hospitalizovaní.",2022,1,Pravda
Richard Raši,Hlas-SD,Na telo,"V súčasnej dobe omikron podľa všetkých štatistík sa síce šíri rýchlejšie, ale jeho priebeh je miernejší.",2022,1,Pravda
Branislav Gröhling,SaS,Na telo,"A to sa týka aj nás ako školstva. My pravidelne testujeme. Tento týždeň sa urobilo viac ako 460 000 testov a žiaden iný objekt v rámci v rámci štátu toľko netestuje, takže tie výsledky tam máme.",2022,1,Pravda
Branislav Gröhling,SaS,Na telo,"Momentálne 93 % detí stále prezenčne sa vzdeláva, ale tých 7 % je iba v karanténe, to nie sú pozitívne deti, kde tá pozitivita je nižšia ako jedno percento z celkových PCR testov, ktoré dostávame a toto sú zdravé deti, ktoré nechávame doma, oni sa nemôžu vzdelávať.",2022,1,Pravda
Branislav Gröhling,SaS,Na telo,"A rezortný hygienik je napríklad v obrane je, čo sa týka vnútra, čo sa týka dopravy, ale školstvo ho nemá.",2022,1,Pravda
Richard Raši,Hlas-SD,Na telo,"Sú mnohé štúdie, ktoré hovoria o tom, že človek, ktorý je prekonaný, má v niektorých prípadoch alebo prekonaný a ešte aj očkovaný, má väčšiu ochranu ako človek napríklad, ktorý je iba zaočkovaný.",2022,1,Zavádzajúce
Richard Raši,Hlas-SD,Na telo,"Keď ideme s rodinou, ja idem so svojím dieťaťom, s rodinou do hotela, potrebujem byť v režimom OP+, ale keď ide o moje dieťa na lyžiarske zájazdy, je tam 30 rozličných deti z rozličných rodín, je režim OTP.",2022,1,Pravda
Richard Raši,Hlas-SD,Na telo,"WHO a EMA povedala, že štvrtú dávku už nebude podporovať preto, že sa znižuje imunita.",2022,1,Zavádzajúce
Branislav Gröhling,SaS,Na telo,"Bohužiaľ, nemocnicu nám zapĺňajú z 80 % nezaočkovaní.",2022,1,Pravda
Branislav Gröhling,SaS,Na telo,"90 % všetkých investícií v rámci liečby (Covidu-19, pozn.) sú pre nezaočkovaných.",2022,1,Pravda
Richard Raši,Hlas-SD,Na telo,"Očkovanie odporúčam konzistentne od začiatku aj ako strana, najmä pre rizikové skupiny, ktoré sú problémom.",2022,1,Zavádzajúce
Branislav Gröhling,SaS,Na telo,"Zaočkovanosť v rámci učiteľov, my sme už 72 % zamestnancov škôl, dokonca v Bratislave je to skoro 80 %. Dokonca už máme viac ako 20 alebo 30 % zaočkovanosť treťou dávkou zamestnancov škôl, takže my naozaj postupujeme veľmi rýchlo.",2022,1,Pravda
Richard Raši,Hlas-SD,Na telo,"...pri odchode viac ako 1500 zdravotníkov zo Slovenska, lebo si ich tu nedokázal štát udržať.",2022,1,Pravda
Branislav Gröhling,SaS,Na telo,"Nikde v Európe to neurobili (pozn. zatvorili školy) ani na základe druhej vlny, ktoré sme tu mali, ani na základe tretej vlny.",2022,1,Nepravda
Branislav Gröhling,SaS,Na telo,"Vieme, že zatvorené školy neprispievajú k tomu, že by sa znižovali nejakým spôsobom hospitalizácie (pozn. z dôvodu Covidu-19).",2022,1,Neoveriteľné
Richard Raši,Hlas-SD,Na telo,"Vy ste zavreli školy na 7 mesiacov počas prvej, druhej vlny, nie my.",2022,1,Nepravda
Branislav Gröhling,SaS,Na telo,"Čo sa týka zbraní, tak to je opäť definované medzinárodnými zmluvami a nemôžu to byť žiadne jadrové zbrane ani nič podobné. Čo sa týka vzdušného priestoru, opäť máte v zmluve napísané jednotlivé pravidlá, že sa nevzdávame vzdušného priestoru a že to je v rámci našej gescie.",2022,1,Pravda
Richard Raši,Hlas-SD,Na telo,"Táto naša zmluva nehovorí o tom, na rozdiel od maďarskej, že okrem našich dohôd sa budú aj akceptovať platné medzinárodné dohody Slovenska. Toto majú Maďari napísané a my nie.",2022,1,Nepravda
Branislav Gröhling,SaS,Na telo,"Keď sa pozrieme na ten výrok z hľadiska ministra hospodárstva, ktorý hovorí, že sankcie spôsobujú problémy podnikateľskému sektoru alebo hospodárstvu Slovenskej republiky, tak je to fakt a je to pravda.",2022,1,Pravda
Branislav Gröhling,SaS,Na telo,"Pán Sulík hneď v druhej vete (po vyslovení výroku, že sankcie voči Rusku považuje za nešťastné a Krym aj tak nevrátia, pozn.)  povedal, že zabratie takéhoto územia je neprijateľné a že je to porušenie medzinárodných dohôd.",2022,1,Nepravda
Branislav Gröhling,SaS,Na telo,"Aj my o tom diskutujeme a náš pán poslanec Baránik aj dal návrh v rámci Národnej rady, tento návrh potom nebol prijatý.",2022,1,Pravda
Richard Raši,Hlas-SD,Na telo,"Získal (Žilinka, pozn.) výraznú väčšinu nad ústavnou, okolo 130 hlasov.",2022,1,Pravda
Richard Raši,Hlas-SD,Na telo,"Vrcholom bolo schválenie päťdesiatich ľudí a potom 100 ľudí ako maximálna kapacita na kultúrne podujatia. Keď viete, keď sa kultúrna obec jasne ozvala k tomu, že v Slovenskom národnom divadle v sále opery, kde je kapacita 900, je to absolútne nevhodné a že sa to má robiť tak, ako v civilizovaných štátoch na základe nejakých percent.",2022,1,Zavádzajúce
Richard Raši,Hlas-SD,Na telo,"Okrem toho, že (Monika Kavecká z OĽaNO, pozn.) zaplatila pokutu…",2022,1,Nepravda
Richard Raši,Hlas-SD,Na telo,"(Monika Kavecká, poslankyňa OĽaNO, pozn.) bola obvinená z machinácií pri verejnom obstarávaní, kde hrozí trest až 8 rokov a prečo? Lebo prenajala pozemok súkromnej firme a potom povedala, že sa dá stavať iba na tom pozemku.",2022,1,Pravda
Ivan Korčok,SaS,O 5 minút 12,"Hovoríte, že toto je približovanie infraštruktúry Spojených štátov alebo teda NATO a západného sveta k Rusku, tak teda na ruskej strane, ktorá hrozí intervenciou vojenskou je 200 000 vojakov, a na strane našej je 5000 vojakov v Pobaltí, 5000 vojakov v Poľsku a 1000 vojakov v Rumunsku.",2022,1,Pravda
Róbert Fico,SMER-SD,O 5 minút 12,"Dohodnuté priestory a zariadenia sú definované v prílohe A, čo je napísané v prílohe A? V prílohe nie je napísané, že hangár 1 a 4, 100 m2 letiská, v prílohe 1 je napísané, letisko Sliač, vojenské letisko a vojenské letisko Kuchyňa.",2022,1,Zavádzajúce
Róbert Fico,SMER-SD,O 5 minút 12,"Uvedomte si pán pán redaktor, že my totálne odovzdávame touto zmluvou, teraz nechcem hovoriť o vojenských letiskách, ale vzdušný priestor. Na to, na čo by inokedy potrebovali lietadlá alebo plavidlá alebo nejaké motorové vozidlá súhlasy vlády Slovenskej republiky alebo iných orgánov, táto zmluva garantuje komplet kontrolu nad vzdušným priestorom Slovenskej republiky, to znamená voľný prelet, voľné tankovanie, voľné pristávanie.",2022,1,Zavádzajúce
Ivan Korčok,SaS,O 5 minút 12,"23 členských štátov NATO, vrátane našich susedov Poľska, Maďarska a ďalších na východnom krídle, považujú túto obrannú dohodu za posilnenie obrany a bezpečnosti.",2022,1,Pravda
Ivan Korčok,SaS,O 5 minút 12,"Tá diskusia tu mohla mohla bežať ďalej, nebyť toho, keby predchádzajúca vláda, teda na podnet Andreja Danka, túto túto zmluvu nestopla, pretože aj vtedy bol priestor na diskusiu, a tá sa uťala.",2022,1,Pravda
Róbert Fico,SMER-SD,O 5 minút 12,"Tá zmluva už je nezmeniteľná. To treba tej verejnosti povedať, pretože vy ste podpísali a schválili, prepáčte, schválili ste vo vláde uznesením medzinárodnú zmluvu. Treba pripomenúť, pán minister, a myslím si, že v tomto je veľmi slabá stránka vašej argumentácii, čo ste si napísali do uznesenia vlády, a čo ste napísali do predkladacej správy k tomuto materiálu, vy ste tam priamo napísali, ide o medzinárodnú zmluvu, ktorá priamo upravuje práva a povinnosti fyzických a právnických osôb, podľa čl. 7 ods. 5 Ústavy Slovenskej republiky. Ide teda o zmluvu, ktorá má prednosť pred zákonmi. Tu pripomínam, obyčajnými zákonmi, nie pred ústavou a ústavnými zákonmi. Táto zmluva bude teraz podpísaná exekutívou, a potom musí ísť do parlamentu na vyjadrenie súhlasu, ale tam už nie je priestor na žiadne pozmeňujúce návrhy, buď Národná rada vysloví súhlas s takou zmluvou alebo nevysloví súhlas s takou zmluvou. Preto my už teraz sme po funuse, ako sa hovorí, my môžeme teraz len komentovať to, čo vláda schválila uznesením, ale žiadne zmeny už neprichádzajú do úvahy.",2022,1,Pravda
Róbert Fico,SMER-SD,O 5 minút 12,"Pán minister, ja som napríklad veľmi tvrdo vystupoval proti tomu, keď slovenská vláda Mikuláša Dzurindu, a vy ste tiež v tom priestore sa pohybovali, súhlasila s preletom lietadiel cez Slovensko a viedlo to k obrovským stratám na civilných životoch v Belehrade.",2022,1,Neoveriteľné
Róbert Fico,SMER-SD,O 5 minút 12,"Dobre viete, že som dával vyhlásenia ako opozičný politik, že keď dôjde k vyslaniu slovenských vojakov do Iraku, že to považujem za ropné dobrodružstvo americké, s ktorým nechcem mať nič spoločné a prvé, čo som urobil ako predseda vlády som stiahol tých vojakov (slovenských z Iraku, pozn.).",2022,1,Pravda
